district_number,district_name,school_number,school_name,year,subgroup,denominator,percent_ca,percent_ca_previous,baseline_year
50,Blount County Schools,45,Fairview Elementary,2018,Economically Disadvantaged,93,8.6,9.3,2017
50,Blount County Schools,45,Fairview Elementary,2018,English Learners,,*,*,
50,Blount County Schools,45,Fairview Elementary,2018,Students with Disabilities,44,9.1,3.1,2017
50,Blount County Schools,55,Friendsville Elementary,2018,All Students,217,2.8,4.9,2017
50,Blount County Schools,55,Friendsville Elementary,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,55,Friendsville Elementary,2018,Economically Disadvantaged,56,5.4,16.9,2017
50,Blount County Schools,55,Friendsville Elementary,2018,English Learners,,*,*,
50,Blount County Schools,55,Friendsville Elementary,2018,Students with Disabilities,34,2.9,*,
50,Blount County Schools,61,Heritage Middle School,2018,All Students,809,7.9,13.2,2017
50,Blount County Schools,61,Heritage Middle School,2018,Black/Hispanic/Native,52,13.5,16.1,2017
50,Blount County Schools,61,Heritage Middle School,2018,Economically Disadvantaged,224,15.6,21.5,2017
50,Blount County Schools,61,Heritage Middle School,2018,English Learners,0,*,*,
50,Blount County Schools,61,Heritage Middle School,2018,Students with Disabilities,105,12.4,26.7,2017
50,Blount County Schools,63,Heritage High School,2018,All Students,1497,12.8,13.5,2017
50,Blount County Schools,63,Heritage High School,2018,Black/Hispanic/Native,123,13.0,14.9,2017
50,Blount County Schools,63,Heritage High School,2018,Economically Disadvantaged,361,21.9,21.6,2017
50,Blount County Schools,63,Heritage High School,2018,English Learners,0,*,*,
50,Blount County Schools,63,Heritage High School,2018,Students with Disabilities,180,22.2,24.7,2017
50,Blount County Schools,70,Lanier Elementary,2018,All Students,333,10.5,9.9,2017
50,Blount County Schools,70,Lanier Elementary,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,70,Lanier Elementary,2018,Economically Disadvantaged,133,15.8,13.8,2017
50,Blount County Schools,70,Lanier Elementary,2018,English Learners,0,*,*,
50,Blount County Schools,70,Lanier Elementary,2018,Students with Disabilities,75,12.0,11.3,2017
50,Blount County Schools,84,Union Grove Middle School,2018,All Students,631,12.8,14.9,2017
50,Blount County Schools,84,Union Grove Middle School,2018,Black/Hispanic/Native,56,10.7,17,2017
50,Blount County Schools,84,Union Grove Middle School,2018,Economically Disadvantaged,193,20.2,25.8,2017
50,Blount County Schools,84,Union Grove Middle School,2018,English Learners,0,*,*,
50,Blount County Schools,84,Union Grove Middle School,2018,Students with Disabilities,77,22.1,27.9,2017
50,Blount County Schools,90,Mary Blount Elementary,2018,All Students,518,4.2,9.4,2017
50,Blount County Schools,90,Mary Blount Elementary,2018,Black/Hispanic/Native,81,2.5,12.9,2017
50,Blount County Schools,90,Mary Blount Elementary,2018,Economically Disadvantaged,170,8.8,12,2017
50,Blount County Schools,90,Mary Blount Elementary,2018,English Learners,0,*,*,
50,Blount County Schools,90,Mary Blount Elementary,2018,Students with Disabilities,71,11.3,17.4,2017
50,Blount County Schools,93,Middlesettlements,2018,All Students,347,8.1,4.2,2017
50,Blount County Schools,93,Middlesettlements,2018,Black/Hispanic/Native,33,6.1,0,2017
50,Blount County Schools,93,Middlesettlements,2018,Economically Disadvantaged,119,8.4,3.8,2017
50,Blount County Schools,93,Middlesettlements,2018,English Learners,0,*,*,
50,Blount County Schools,93,Middlesettlements,2018,Students with Disabilities,42,11.9,*,
50,Blount County Schools,94,Montvale Elementary,2018,All Students,313,7.0,6.2,2017
50,Blount County Schools,94,Montvale Elementary,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,94,Montvale Elementary,2018,Economically Disadvantaged,102,11.8,8.9,2017
50,Blount County Schools,94,Montvale Elementary,2018,English Learners,0,*,*,
50,Blount County Schools,94,Montvale Elementary,2018,Students with Disabilities,48,16.7,14.3,2017
50,Blount County Schools,95,Porter Elementary,2018,All Students,275,5.8,4.4,2017
50,Blount County Schools,95,Porter Elementary,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,95,Porter Elementary,2018,Economically Disadvantaged,88,11.4,8,2017
50,Blount County Schools,95,Porter Elementary,2018,English Learners,0,*,*,
50,Blount County Schools,95,Porter Elementary,2018,Students with Disabilities,37,10.8,*,
50,Blount County Schools,110,Rockford Elementary,2018,All Students,415,9.6,7.7,2017
50,Blount County Schools,110,Rockford Elementary,2018,Black/Hispanic/Native,78,7.7,2.6,2017
50,Blount County Schools,110,Rockford Elementary,2018,Economically Disadvantaged,168,17.3,8.5,2017
50,Blount County Schools,110,Rockford Elementary,2018,English Learners,37,2.7,2.5,2017
50,Blount County Schools,110,Rockford Elementary,2018,Students with Disabilities,71,8.5,7.9,2017
50,Blount County Schools,125,Townsend Elementary,2018,All Students,130,6.9,7,2017
50,Blount County Schools,125,Townsend Elementary,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,125,Townsend Elementary,2018,Economically Disadvantaged,56,8.9,11.1,2017
50,Blount County Schools,125,Townsend Elementary,2018,English Learners,,*,*,
50,Blount County Schools,125,Townsend Elementary,2018,Students with Disabilities,0,*,*,
50,Blount County Schools,138,Union Grove Elementary School,2018,All Students,293,4.8,7.2,2017
50,Blount County Schools,138,Union Grove Elementary School,2018,Black/Hispanic/Native,0,*,*,
50,Blount County Schools,138,Union Grove Elementary School,2018,Economically Disadvantaged,70,7.1,10.5,2017
50,Blount County Schools,138,Union Grove Elementary School,2018,English Learners,0,*,*,
50,Blount County Schools,138,Union Grove Elementary School,2018,Students with Disabilities,54,1.9,13.2,2017
50,Blount County Schools,145,Walland Elementary School,2018,All Students,303,6.6,5.6,2017
50,Blount County Schools,145,Walland Elementary School,2018,Black/Hispanic/Native,42,7.1,2.4,2017
50,Blount County Schools,145,Walland Elementary School,2018,Economically Disadvantaged,107,6.5,6.8,2017
50,Blount County Schools,145,Walland Elementary School,2018,English Learners,0,*,*,
50,Blount County Schools,145,Walland Elementary School,2018,Students with Disabilities,47,8.5,13.2,2017
50,Blount County Schools,155,William Blount High School,2018,All Students,1773,10.4,9.4,2017
50,Blount County Schools,155,William Blount High School,2018,Black/Hispanic/Native,106,14.2,8.1,2017
50,Blount County Schools,155,William Blount High School,2018,Economically Disadvantaged,268,25.0,18.1,2017
50,Blount County Schools,155,William Blount High School,2018,English Learners,0,*,*,
50,Blount County Schools,155,William Blount High School,2018,Students with Disabilities,210,17.6,11.4,2017
50,Blount County Schools,160,Prospect Elementary School,2018,All Students,402,5.5,5.8,2017
50,Blount County Schools,160,Prospect Elementary School,2018,Black/Hispanic/Native,31,6.5,*,
50,Blount County Schools,160,Prospect Elementary School,2018,Economically Disadvantaged,104,10.6,11.5,2017
50,Blount County Schools,160,Prospect Elementary School,2018,English Learners,0,*,*,
50,Blount County Schools,160,Prospect Elementary School,2018,Students with Disabilities,68,14.7,7,2017
51,Alcoa City Schools,0,,2018,All Students,1971,8.5,8,2017
51,Alcoa City Schools,0,,2018,Black/Hispanic/Native,665,8.4,7.6,2017
51,Alcoa City Schools,0,,2018,Economically Disadvantaged,495,17.8,14.7,2017
51,Alcoa City Schools,0,,2018,English Learners,81,8.6,10.1,2017
51,Alcoa City Schools,0,,2018,Students with Disabilities,234,12.0,15.1,2017
51,Alcoa City Schools,5,Alcoa Elementary,2018,All Students,,*,*,
51,Alcoa City Schools,5,Alcoa Elementary,2018,Black/Hispanic/Native,,*,*,
51,Alcoa City Schools,5,Alcoa Elementary,2018,Economically Disadvantaged,,*,*,
51,Alcoa City Schools,5,Alcoa Elementary,2018,English Learners,,*,*,
51,Alcoa City Schools,5,Alcoa Elementary,2018,Students with Disabilities,,*,*,
51,Alcoa City Schools,6,Alcoa Middle School,2018,All Students,469,12.4,9.2,2017
51,Alcoa City Schools,6,Alcoa Middle School,2018,Black/Hispanic/Native,149,8.7,5.5,2017
51,Alcoa City Schools,6,Alcoa Middle School,2018,Economically Disadvantaged,122,21.3,16.1,2017
51,Alcoa City Schools,6,Alcoa Middle School,2018,English Learners,0,*,*,
51,Alcoa City Schools,6,Alcoa Middle School,2018,Students with Disabilities,54,18.5,18,2017
51,Alcoa City Schools,10,Alcoa High School,2018,All Students,666,7.8,8.5,2017
51,Alcoa City Schools,10,Alcoa High School,2018,Black/Hispanic/Native,223,9.4,9.2,2017
51,Alcoa City Schools,10,Alcoa High School,2018,Economically Disadvantaged,122,20.5,18.6,2017
51,Alcoa City Schools,10,Alcoa High School,2018,English Learners,0,*,*,
51,Alcoa City Schools,10,Alcoa High School,2018,Students with Disabilities,62,12.9,24.1,2017
51,Alcoa City Schools,12,Alcoa Intermediate School,2018,All Students,437,5.7,5.8,2017
51,Alcoa City Schools,12,Alcoa Intermediate School,2018,Black/Hispanic/Native,167,6.0,6.8,2017
51,Alcoa City Schools,12,Alcoa Intermediate School,2018,Economically Disadvantaged,130,13.1,12.4,2017
51,Alcoa City Schools,12,Alcoa Intermediate School,2018,English Learners,31,6.5,5.1,2017
51,Alcoa City Schools,12,Alcoa Intermediate School,2018,Students with Disabilities,58,8.6,5.8,2017
52,Maryville City Schools,0,,2018,All Students,5229,3.2,4.2,2017
52,Maryville City Schools,0,,2018,Black/Hispanic/Native,577,5.4,5.3,2017
52,Maryville City Schools,0,,2018,Economically Disadvantaged,914,10.7,11.7,2017
52,Maryville City Schools,0,,2018,English Learners,149,3.4,2.7,2017
52,Maryville City Schools,0,,2018,Students with Disabilities,636,4.7,7.2,2017
52,Maryville City Schools,10,John Sevier Elementary,2018,All Students,534,5.2,5.2,2017
52,Maryville City Schools,10,John Sevier Elementary,2018,Black/Hispanic/Native,87,5.7,4.5,2017
52,Maryville City Schools,10,John Sevier Elementary,2018,Economically Disadvantaged,119,12.6,9,2017
52,Maryville City Schools,10,John Sevier Elementary,2018,English Learners,31,3.2,2.7,2017
52,Maryville City Schools,10,John Sevier Elementary,2018,Students with Disabilities,71,5.6,7,2017
52,Maryville City Schools,15,Maryville High School,2018,All Students,1283,0.3,1,2017
52,Maryville City Schools,15,Maryville High School,2018,Black/Hispanic/Native,113,0.9,0,2017
52,Maryville City Schools,15,Maryville High School,2018,Economically Disadvantaged,134,1.5,5.4,2017
52,Maryville City Schools,15,Maryville High School,2018,English Learners,0,*,*,
52,Maryville City Schools,15,Maryville High School,2018,Students with Disabilities,156,0.6,0,2017
52,Maryville City Schools,18,Montgomery Ridge Intermediate School,2018,All Students,825,5.1,5.8,2017
52,Maryville City Schools,18,Montgomery Ridge Intermediate School,2018,Black/Hispanic/Native,82,13.4,9.7,2017
52,Maryville City Schools,18,Montgomery Ridge Intermediate School,2018,Economically Disadvantaged,144,16.7,17.7,2017
52,Maryville City Schools,18,Montgomery Ridge Intermediate School,2018,English Learners,0,*,*,
52,Maryville City Schools,18,Montgomery Ridge Intermediate School,2018,Students with Disabilities,97,10.3,12.9,2017
52,Maryville City Schools,20,Maryville Junior High School,2018,All Students,779,2.2,3.2,2017
52,Maryville City Schools,20,Maryville Junior High School,2018,Black/Hispanic/Native,84,6.0,2.5,2017
52,Maryville City Schools,20,Maryville Junior High School,2018,Economically Disadvantaged,118,6.8,10,2017
52,Maryville City Schools,20,Maryville Junior High School,2018,English Learners,0,*,*,
52,Maryville City Schools,20,Maryville Junior High School,2018,Students with Disabilities,73,0,4.2,2017
52,Maryville City Schools,25,Sam Houston Elementary,2018,All Students,467,4.3,5.3,2017
52,Maryville City Schools,25,Sam Houston Elementary,2018,Black/Hispanic/Native,48,0,7.5,2017
52,Maryville City Schools,25,Sam Houston Elementary,2018,Economically Disadvantaged,104,14.4,10.1,2017
52,Maryville City Schools,25,Sam Houston Elementary,2018,English Learners,0,*,*,
52,Maryville City Schools,25,Sam Houston Elementary,2018,Students with Disabilities,61,8.2,2.4,2017
52,Maryville City Schools,30,Foothills Elementary,2018,All Students,528,4.5,7.3,2017
52,Maryville City Schools,30,Foothills Elementary,2018,Black/Hispanic/Native,60,10.0,14.8,2017
52,Maryville City Schools,30,Foothills Elementary,2018,Economically Disadvantaged,124,13.7,18.4,2017
52,Maryville City Schools,30,Foothills Elementary,2018,English Learners,32,6.3,6.8,2017
52,Maryville City Schools,30,Foothills Elementary,2018,Students with Disabilities,60,6.7,14.3,2017
52,Maryville City Schools,35,Coulter Grove Intermediate School,2018,All Students,811,3.9,4.7,2017
52,Maryville City Schools,35,Coulter Grove Intermediate School,2018,Black/Hispanic/Native,102,2.9,4.6,2017
52,Maryville City Schools,35,Coulter Grove Intermediate School,2018,Economically Disadvantaged,169,10.1,9.2,2017
52,Maryville City Schools,35,Coulter Grove Intermediate School,2018,English Learners,0,*,*,
52,Maryville City Schools,35,Coulter Grove Intermediate School,2018,Students with Disabilities,118,5.1,10.2,2017
60,Bradley County Schools,0,,2018,All Students,9892,14.3,11.3,2017
60,Bradley County Schools,0,,2018,Black/Hispanic/Native,1089,12.2,9.3,2017
60,Bradley County Schools,0,,2018,Economically Disadvantaged,3700,24.0,20,2017
60,Bradley County Schools,0,,2018,English Learners,185,10.8,6.2,2017
60,Bradley County Schools,0,,2018,Students with Disabilities,1138,22.3,17.4,2017
60,Bradley County Schools,10,Black Fox Elementary School,2018,All Students,530,14.3,9.1,2017
60,Bradley County Schools,10,Black Fox Elementary School,2018,Black/Hispanic/Native,57,15.8,2.2,2017
60,Bradley County Schools,10,Black Fox Elementary School,2018,Economically Disadvantaged,226,19.5,14,2017
60,Bradley County Schools,10,Black Fox Elementary School,2018,English Learners,0,*,*,
60,Bradley County Schools,10,Black Fox Elementary School,2018,Students with Disabilities,54,20.4,12.8,2017
60,Bradley County Schools,18,Ocoee Middle School,2018,All Students,1177,12.7,11.7,2017
60,Bradley County Schools,18,Ocoee Middle School,2018,Black/Hispanic/Native,142,10.6,6.7,2017
60,Bradley County Schools,18,Ocoee Middle School,2018,Economically Disadvantaged,371,22.9,22,2017
60,Bradley County Schools,18,Ocoee Middle School,2018,English Learners,0,*,*,
60,Bradley County Schools,18,Ocoee Middle School,2018,Students with Disabilities,116,19.0,17.1,2017
60,Bradley County Schools,20,Bradley Central High School,2018,All Students,1727,24.6,17.3,2017
60,Bradley County Schools,20,Bradley Central High School,2018,Black/Hispanic/Native,147,26.5,18.3,2017
60,Bradley County Schools,20,Bradley Central High School,2018,Economically Disadvantaged,653,39.8,29.5,2017
60,Bradley County Schools,20,Bradley Central High School,2018,English Learners,0,*,*,
60,Bradley County Schools,20,Bradley Central High School,2018,Students with Disabilities,204,34.8,27.3,2017
60,Bradley County Schools,30,Charleston Elementary School,2018,All Students,278,12.2,6.1,2017
60,Bradley County Schools,30,Charleston Elementary School,2018,Black/Hispanic/Native,35,8.6,2.9,2017
60,Bradley County Schools,30,Charleston Elementary School,2018,Economically Disadvantaged,116,17.2,7.2,2017
60,Bradley County Schools,30,Charleston Elementary School,2018,English Learners,0,*,*,
60,Bradley County Schools,30,Charleston Elementary School,2018,Students with Disabilities,39,12.8,5.6,2017
60,Bradley County Schools,40,Hopewell Elementary School,2018,All Students,396,7.8,6,2017
60,Bradley County Schools,40,Hopewell Elementary School,2018,Black/Hispanic/Native,33,6.1,*,
60,Bradley County Schools,40,Hopewell Elementary School,2018,Economically Disadvantaged,147,15.0,9.2,2017
60,Bradley County Schools,40,Hopewell Elementary School,2018,English Learners,0,*,*,
60,Bradley County Schools,40,Hopewell Elementary School,2018,Students with Disabilities,59,13.6,9.1,2017
60,Bradley County Schools,50,Michigan Avenue Elementary School,2018,All Students,447,6.3,4,2017
60,Bradley County Schools,50,Michigan Avenue Elementary School,2018,Black/Hispanic/Native,67,6.0,5.4,2017
